code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket
300144,宋城演艺,旅游景点,浙江,35.12,110408.7,145261.34,754575.75,209495.52,175170.97,247613.16,1.7,0.526,4.31,5.71,20101209
002270,华明装备,电气设备,山东,43.5,13946.57,50615.94,209353.44,154211.2,35563.46,95518.53,1.89,0.284,3.52,4.68,20080905
600015,华夏银行,银行,北京,5.68,1068557.25,1068557.25,225054496.0,0.0,1105600.0,2876200.0,2.69,0.92,11.54,0.91,20030912
002123,梦网荣信,互联网,辽宁,64.36,61128.14,86159.5,707988.06,322731.41,58152.36,295652.53,3.43,0.196,5.94,2.83,20070328
601088,中国神华,煤炭开采,北京,17.05,1649103.75,1988962.0,56000300.0,13087300.0,31005402.0,7472900.0,3.76,0.494,14.97,1.13,20071009
300054,鼎龙股份,化工原料,湖北,53.63,30258.49,48772.39,294435.41,131565.63,44804.0,120520.55,2.47,0.38,4.57,5.57,20100211
300310,宜通世纪,通信设备,广东,72.86,21682.5,44393.01,305967.28,194997.55,11790.44,146759.63,3.31,0.32,5.23,5.7,20120425
300203,聚光科技,环境保护,浙江,43.64,44654.42,45298.33,476650.44,296624.94,24009.3,96031.75,2.12,0.556,5.66,5.71,20110415
600400,红豆股份,服饰,江苏,120.38,112079.92,164497.2,633512.88,430498.69,42512.9,7475.74,0.05,0.036000000000000004,1.55,5.59,20010108
002696,百洋股份,渔业,广西,138.42,10376.98,17600.0,192409.31,98718.96,62123.66,46820.73,2.66,0.078,5.55,3.91,20120905
000728,国元证券,证券,安徽,33.65,196410.0,196410.0,6731037.5,0.0,144025.81,983574.13,5.01,0.485,10.36,2.1,19970616
603901,永创智能,专用机械,浙江,70.89,15400.0,40000.0,143131.38,102685.95,24368.18,16188.27,0.4,0.10800000000000001,2.12,7.23,20150529
002625,龙生股份,汽车配件,浙江,264.07,22494.35,30075.41,70091.59,20848.98,30828.96,3953.46,0.13,0.13,1.87,23.44,20111103
300001,特锐德,电气设备,山东,104.07,82438.09,99757.0,752982.94,534624.94,85003.31,84787.67,0.85,0.095,2.56,7.74,20091030
600300,维维股份,软饮料,江苏,68.75,167200.0,167200.0,868990.38,490278.06,215224.55,25458.76,0.15,0.048,1.63,4.08,20000630
600499,科达洁能,专用机械,广东,26.08,137747.34,141146.44,823903.69,470689.25,192361.41,28093.91,0.2,0.42,2.91,3.04,20021010
002705,新宝股份,家用电器,广东,23.38,13481.99,57460.16,556015.06,370385.0,133944.95,57803.46,1.01,0.569,4.44,3.99,20140121
601398,工商银行,银行,北京,5.27,26961222.0,35640624.0,2352432640.0,0.0,20035400.0,15198701.0,0.43,0.42100000000000004,4.99,0.89,20061027
300121,阳谷华泰,化工原料,山东,32.15,26945.91,28922.0,137914.98,85858.06,41051.51,14129.26,0.49,0.43,2.12,8.38,20100917
600900,长江电力,水力发电,北京,19.1,974594.13,2200000.0,30486868.0,1361612.63,26760484.0,4366139.0,1.98,0.42,5.2,2.56,20031118
300291,华录百纳,影视音像,北京,99.09,47532.1,81246.11,505847.16,276907.94,1053.92,245160.22,3.02,0.113,5.52,4.04,20120209
002662,京威股份,汽车配件,北京,33.43,57643.0,75000.0,839084.38,311669.81,153079.06,209147.31,2.79,0.35200000000000004,5.87,2.67,20120309
002519,银河电子,通信设备,江苏,246.27,44372.94,67248.78,517704.31,330726.0,43519.8,239280.0,3.56,0.4,4.89,5.1,20101207
002288,超华科技,元器件,广东,1794.11,66032.6,93164.38,249573.05,137250.27,57768.48,54885.13,0.59,0.005,1.87,6.13,20090903
600664,哈药股份,化学制药,黑龙江,30.35,249272.81,249272.81,1428995.38,904142.5,428861.44,53554.91,0.21,0.152,2.98,3.09,19930629
601166,兴业银行,银行,福建,5.26,1905233.63,1905233.63,570969216.0,0.0,1091200.0,5086100.0,2.67,1.49,15.88,1.02,20070205
600016,民生银行,银行,北京,6.24,2955177.0,3648535.0,525016160.0,0.0,3757700.0,6474400.0,1.77,0.746,8.74,1.07,20001219
601169,北京银行,银行,北京,6.71,1520667.63,1520667.63,197140800.0,0.0,760000.0,2623600.0,1.73,0.698,8.14,1.15,20070919
300326,凯利泰,医疗保健,上海,76.04,58238.66,71482.63,208444.56,96577.9,28370.75,96280.2,1.35,0.09300000000000001,2.4,5.88,20120613
002178,延华智能,建筑施工,上海,129.62,57364.37,72739.59,207754.02,146706.5,11324.1,32454.74,0.45,0.054000000000000006,1.58,5.95,20071101
600721,*ST百花,焦炭加工,新疆,46.41,24852.42,34898.3,259474.8,50907.43,11656.32,178653.8,5.12,0.39,4.77,3.95,19960626
603979,金诚信,建筑施工,北京,39.02,17696.64,45000.0,488962.41,388995.88,79084.18,174153.31,3.87,0.42,8.13,2.34,20150630
600106,重庆路桥,路桥,重庆,19.65,90774.2,90774.2,671684.56,173042.38,31785.6,5429.05,0.06,0.182,3.57,2.0,19970618
300017,网宿科技,电信运营,上海,42.64,50610.92,79328.4,750361.38,662395.31,57669.98,364008.41,4.59,0.78,8.24,7.65,20091030
002012,凯恩股份,造纸,浙江,0.0,46762.55,46762.55,169045.47,90432.56,61957.55,27206.22,0.58,-0.006,2.52,3.87,20040705
603866,桃李面包,食品,辽宁,45.67,4501.25,45012.6,230798.02,97693.72,80802.0,52761.78,1.17,0.722,4.32,10.17,20151222
300059,东方财富,互联网,上海,103.96,232780.56,355832.13,2728552.25,2199766.5,44364.3,677728.44,1.9,0.1,3.48,5.65,20100319
603268,松发股份,陶瓷,广东,123.57,4114.0,8800.0,63715.15,42719.05,10282.92,24328.34,2.76,0.302,6.29,7.92,20150319
603368,柳州医药,医药商业,广西,37.3,5738.39,14234.79,572670.75,525912.56,16406.31,218929.67,15.38,1.69,21.77,3.69,20141204
600828,茂业商业,百货,四川,19.36,56981.73,173198.25,1564786.13,219831.59,737694.56,33223.3,0.19,0.19399999999999998,2.13,3.53,19940224
002315,焦点科技,互联网,江苏,133.6,6058.18,11750.0,237951.16,175653.8,2635.62,122329.27,10.41,0.382,16.28,4.17,20091209
002693,双成药业,化学制药,海南,0.0,40341.67,40500.0,131741.95,22490.42,26949.0,30330.99,0.75,-0.551,1.77,7.14,20120808
600666,奥瑞德,元器件,重庆,162.19,49669.83,76707.89,573570.0,171744.56,93379.18,125088.15,1.63,0.087,2.84,9.89,19930712
601099,太平洋,证券,云南,120.67,647881.63,681631.63,3641902.75,0.0,21964.14,506989.31,0.74,0.021,1.67,3.09,20071228
002596,海南瑞泽,其他建材,海南,466.44,18725.8,32536.24,343870.59,207284.09,40294.8,128893.22,3.96,0.051,6.38,4.95,20110707
603696,安记食品,食品,福建,129.2,3000.0,12000.0,70826.5,50240.51,4424.7,32275.45,2.69,0.248,5.71,7.47,20151209
600315,上海家化,日用化工,上海,31.16,67107.29,67341.64,793572.75,582186.81,20769.88,115388.1,1.71,0.644,8.15,3.28,20010315
000783,长江证券,证券,湖北,27.03,474239.22,552946.75,9135183.0,0.0,31102.49,296789.84,0.54,0.24,3.38,3.22,19970731
603016,新宏泰,电气设备,江苏,91.28,3705.0,14816.0,91533.32,70612.25,11470.28,27593.13,1.86,0.3,5.29,7.84,20160701
600584,长电科技,半导体,江苏,936.03,98457.0,103591.47,2864284.25,783800.19,1399203.5,240764.63,2.32,0.01,4.21,4.6,20030603
601328,交通银行,银行,上海,5.57,3925086.5,7426272.5,795632192.0,0.0,8989500.0,11339200.0,1.53,0.5,7.24,0.78,20070515
002384,东山精密,通信设备,江苏,85.5,55165.48,84739.02,1458066.63,912619.13,264983.16,164556.41,1.94,0.174,3.34,5.94,20100409
603822,嘉澳环保,环境保护,浙江,148.46,1835.0,7335.0,95487.9,55225.36,18444.7,24156.39,3.29,0.27,8.28,8.2,20160428
600521,华海药业,化学制药,浙江,51.35,102165.34,104304.96,612648.81,314693.22,169979.69,99328.46,0.95,0.248,3.78,6.74,20030304
600864,哈投股份,火力发电,黑龙江,48.74,54637.82,210851.38,2435378.25,1783333.63,204337.91,791558.13,3.75,0.24,6.43,1.78,19940809
000776,广发证券,证券,广东,16.03,591929.13,762108.75,36728252.0,0.0,88463.4,3186405.25,4.18,0.812,10.0,1.74,19970611
002798,帝王洁具,家居用品,四川,166.61,2160.0,8637.74,63753.41,47564.9,12318.21,22951.57,2.66,0.25,6.7,10.04,20160525
300327,中颖电子,半导体,上海,94.59,18738.53,19068.16,76325.67,70928.15,3160.7,36914.82,1.94,0.201,3.43,11.09,20120613
000655,金岭矿业,普钢,山东,0.0,59534.01,59534.01,345002.66,103992.81,52583.05,48799.8,0.82,-0.237,5.09,1.74,19961128
300335,迪森股份,供气供热,广东,74.12,20534.51,36187.66,206030.81,116430.45,37100.55,32039.77,0.89,0.12,2.68,6.63,20120710
000059,华锦股份,石油加工,辽宁,9.08,139997.09,159944.25,3160463.25,1106013.5,1433817.88,620242.94,3.88,0.7340000000000001,6.29,1.41,19970130
601890,亚星锚链,船舶,江苏,102.13,95940.0,95940.0,379722.91,281397.56,64531.26,138463.2,1.44,0.044000000000000004,3.05,2.92,20101228
600497,驰宏锌锗,铅锌,云南,764.78,333512.19,430989.81,3428076.5,407192.31,965379.0,731090.56,1.7,0.004,2.48,2.39,20040420
000671,阳 光 城,区域地产,福建,71.58,324271.28,404823.59,8350414.5,8111593.0,46781.46,362584.13,0.9,0.042,2.97,2.04,19961218
300396,迪瑞医疗,医疗保健,吉林,58.36,4651.06,15335.0,185244.27,73884.31,23000.52,40995.37,2.67,0.585,6.89,6.61,20140910
600792,云煤能源,焦炭加工,云南,0.0,95202.89,98992.35,560598.19,124506.15,250888.3,183699.97,1.86,-0.025,2.75,2.21,19970123
600438,通威股份,饲料,四川,44.49,163421.92,338403.34,1367906.63,530133.56,621393.5,340671.25,1.01,0.11,2.64,2.31,20040302
600048,保利地产,全国地产,广东,10.96,1075891.13,1185781.25,43404588.0,40999580.0,311191.53,1479473.5,1.25,0.46,6.9,1.33,20060731
601515,东风股份,广告包装,广东,21.79,111200.0,111200.0,485420.56,314766.75,100278.61,15020.42,0.14,0.282,2.98,4.13,20120216
600885,宏发股份,电气设备,湖北,27.54,53197.25,53197.25,610136.81,350436.75,132751.84,66337.21,1.25,0.614,5.9,5.73,19960205
300364,中文在线,出版业,北京,839.76,13346.75,28489.9,99212.93,49751.03,979.42,16714.9,0.59,0.03,2.55,18.07,20150121
002728,台城制药,中成药,广东,63.02,5701.0,20000.0,160506.56,47550.03,26955.65,23792.63,1.19,0.332,4.29,6.51,20140731
603588,高能环境,环境保护,北京,152.92,24275.63,33092.3,379838.16,200606.06,9787.8,90225.4,2.73,0.113,5.56,6.21,20141229
002247,帝龙文化,装修装饰,浙江,62.48,45369.41,85161.1,530444.94,175003.52,30442.71,301646.09,3.54,0.19,5.26,3.02,20080612
600827,百联股份,超市连锁,上海,16.66,154277.75,178416.81,4211038.5,1635138.63,1218597.5,292002.88,1.64,0.4,9.12,1.42,19940204
002472,双环传动,机械基件,浙江,48.95,42103.71,67674.39,376014.25,202111.8,102226.57,145601.02,2.15,0.198,4.38,2.95,20100910
300128,锦富新材,元器件,江苏,0.0,31263.77,47943.71,320524.19,137578.95,53822.25,130508.92,2.72,-0.075,4.55,3.56,20101013
002329,皇氏集团,乳制品,广西,77.09,48373.64,83764.0,530288.56,210429.02,54577.46,130885.07,1.56,0.158,3.25,5.01,20100106
300117,嘉寓股份,装修装饰,北京,79.61,71566.0,71676.0,418335.75,342452.03,41235.55,15817.05,0.22,0.06,1.94,3.37,20100902
002099,海翔药业,化学制药,浙江,26.48,81549.63,162276.7,573084.75,269142.19,127087.77,165252.59,1.02,0.21,2.49,3.98,20061226
601198,东兴证券,证券,北京,42.24,90400.0,275796.06,6965670.5,0.0,25203.63,529931.44,1.92,0.276,5.22,4.47,20150226
000333,美的集团,家用电器,广东,9.05,634169.19,642493.44,16750275.0,11683425.0,2100000.5,1283200.25,2.0,1.4780000000000002,8.61,3.11,19931112
600030,中信证券,证券,深圳,19.43,981466.19,1211690.88,57005880.0,0.0,355158.47,5444899.5,4.49,0.433,11.24,1.5,20030106
300196,长海股份,玻璃,江苏,34.25,10693.03,21224.8,232540.8,88303.71,112471.2,45688.05,2.15,0.65,7.24,5.6,20110329
600702,沱牌舍得,白酒,四川,109.58,33730.0,33730.0,373879.88,259703.88,58689.65,80197.34,2.38,0.162,6.82,3.48,19960524
601599,鹿港文化,影视音像,江苏,60.73,70287.59,89418.85,484840.19,303978.28,89797.36,128494.65,1.44,0.126,2.93,3.49,20110527
300185,通裕重工,工程机械,山东,72.48,271324.72,326774.41,917841.19,473957.81,320538.47,115320.72,0.35,0.036000000000000004,1.5,2.29,20110308
601012,隆基股份,半导体,陕西,16.08,174921.7,198419.84,1262563.5,717927.69,421486.44,254893.2,1.28,0.434,3.62,3.85,20120411
002415,海康威视,电器仪表,浙江,23.51,471408.5,610315.81,3649432.0,3220501.25,270566.06,102995.57,0.17,0.81,3.52,7.08,20100528
603027,千禾味业,食品,四川,59.38,4000.0,16000.0,96876.5,49194.31,29556.72,39539.43,2.47,0.52,5.39,6.62,20160307
000750,国海证券,证券,广西,27.93,421553.88,421554.19,5014281.0,0.0,17423.82,627598.13,1.49,0.129,3.16,2.28,19970709
300092,科新机电,专用机械,四川,161.0,16054.12,23784.25,58691.76,33951.44,22340.95,20638.76,0.87,0.05,2.12,6.83,20100708
603066,音飞储存,专用机械,江苏,77.5,4562.5,10071.0,95592.35,79798.21,9686.83,38595.65,3.83,0.331,7.66,6.69,20150611
002072,凯瑞德,纺织,山东,103.5,17600.0,17600.0,78562.0,55506.08,150.58,19168.22,1.09,0.18600000000000003,0.65,39.5,20061018
603377,东方时尚,汽车服务,北京,60.78,5000.0,42000.0,250959.55,109350.32,51023.55,75599.93,1.8,0.51,3.8,10.67,20160205
002428,云南锗业,小金属,云南,0.0,64238.62,65312.0,206162.34,59487.93,97618.53,32796.55,0.5,-0.08800000000000001,2.33,6.35,20100608
000007,全新好,酒店餐饮,深圳,0.0,20596.53,23096.53,53814.86,32556.85,7103.0,42324.12,1.83,-0.115,1.48,17.69,19920413
002077,大港股份,区域地产,江苏,405.2,25199.25,58034.85,695044.94,376088.38,77700.06,281856.31,4.86,0.035,6.56,2.88,20061116
002152,广电运通,电脑设备,广东,36.26,128661.61,161925.7,1097252.75,704075.31,67347.17,310776.41,1.92,0.33,5.09,2.98,20070813
600197,伊力特,白酒,新疆,24.34,44100.0,44100.0,224111.59,168285.45,31410.63,20360.53,0.46,0.312,4.04,3.76,19990916
300430,诚益通,电器仪表,北京,100.75,4132.16,9728.0,93962.43,71911.4,15051.05,28055.83,2.88,0.37,6.55,7.6,20150319
002809,红墙股份,化工原料,广东,102.43,2000.0,8000.0,97798.21,87607.84,6940.77,43443.73,5.43,0.79,10.86,7.77,20160823
601969,海南矿业,普钢,海南,0.0,85867.0,186667.0,637093.63,278853.75,86545.56,186857.69,1.0,-0.07200000000000001,2.22,5.3,20141209
601377,兴业证券,证券,福建,23.68,669667.19,669667.19,11322720.0,0.0,73156.38,1433105.88,2.14,0.166,4.54,1.73,20101013
002255,海陆重工,专用机械,江苏,72.63,40689.44,62063.44,349229.91,201653.59,57287.91,87373.97,1.41,0.083,3.69,2.18,20080625
600161,天坛生物,生物制药,北京,108.17,51546.69,51546.69,574892.38,194428.27,252457.25,16405.57,0.32,0.188,3.95,10.29,19980616
002421,达实智能,软件服务,深圳,69.92,137638.45,192719.81,450782.09,289996.34,18119.15,149868.59,0.78,0.08800000000000001,1.4,5.84,20100603
000420,吉林化纤,化纤,吉林,534.66,63661.37,197070.67,453561.06,180940.16,126202.42,237491.47,1.21,0.004,1.36,3.03,19960802
600771,广誉远,中成药,青海,214.23,24380.83,27780.83,110023.26,86382.28,5352.85,102353.93,3.68,0.077,2.65,12.52,19961105
600592,龙溪股份,机械基件,福建,5762.26,39955.35,39955.35,255262.7,122441.17,55982.23,70283.27,1.76,0.001,4.72,2.66,20020805
600060,海信电器,家用电器,山东,14.7,130848.13,130848.13,2186376.75,1953351.75,130046.81,225880.67,1.73,0.871,9.61,1.78,19970422
600491,龙元建设,建筑施工,浙江,62.45,94760.0,126210.0,2580989.5,2448527.5,27506.11,147892.73,1.17,0.10400000000000001,4.01,3.23,20040524
002241,歌尔股份,元器件,山东,34.14,126324.53,152673.45,2337734.5,1276298.75,657280.81,204294.06,1.34,0.679,6.74,4.59,20080522
600266,北京城建,区域地产,北京,24.05,151704.0,156704.0,7098464.0,5917950.5,16316.59,379732.28,2.42,0.278,12.02,1.11,19990203
600653,申华控股,汽车服务,上海,0.0,174638.03,194638.03,907429.13,454658.44,163240.34,34654.98,0.18,-0.042,1.15,3.89,19901219
600020,中原高速,路桥,河南,13.33,224737.19,224737.19,4898617.0,493073.94,1930866.38,174895.22,0.78,0.04,5.29,0.85,20030808
002727,一心堂,医药商业,云南,30.95,20037.43,52060.0,477563.25,339639.25,46424.87,57746.8,1.11,0.545,4.66,4.83,20140702
600612,老凤祥,服饰,上海,20.01,31710.96,52311.78,1296157.38,1182276.13,40038.28,51037.56,0.98,1.536,9.19,4.46,19920814
600009,上海机场,机场,上海,18.76,109347.64,192695.84,2644255.0,1132996.75,1014005.81,257549.8,1.34,0.73,10.84,2.53,19980218
002398,建研集团,其他建材,福建,27.73,25489.44,34273.19,255840.38,163183.55,38625.19,57738.42,1.68,0.371,6.1,2.25,20100506
600588,用友网络,软件服务,北京,0.0,146036.59,146429.34,1066303.5,624008.06,157644.38,226671.52,1.55,-0.12300000000000001,3.56,6.43,20010518
000418,小天鹅Ａ,家用电器,江苏,17.09,43853.51,63248.78,1662938.13,1505491.63,97647.03,118917.17,1.88,1.444,9.04,3.64,19970328
600708,光明地产,全国地产,上海,43.6,51286.85,131872.0,5419521.5,5297317.5,34411.23,244547.84,1.85,0.10800000000000001,6.13,1.53,19960606
000564,西安民生,百货,陕西,849.16,51997.23,600782.81,900366.19,410406.88,280848.03,106716.5,0.18,0.006,3.14,3.01,19940110
300158,振东制药,中成药,山西,143.52,28613.25,51992.92,435595.41,200829.13,98142.5,134265.67,2.58,0.12,6.5,2.93,20110107
300213,佳讯飞鸿,通信设备,北京,76.47,12389.54,26101.58,173207.2,97339.96,16246.92,25631.89,0.98,0.281,3.54,8.08,20110505
600867,通化东宝,生物制药,吉林,50.93,136330.25,142193.34,462383.59,213271.45,116533.07,116247.77,0.82,0.36,2.64,9.06,19940824
300278,华昌达,专用机械,湖北,87.0,22365.09,54504.33,354739.78,209918.16,28550.97,69121.21,1.27,0.114,2.82,7.06,20111216
601126,四方股份,电气设备,北京,53.28,81317.2,81317.2,559900.44,424535.31,60407.45,140835.56,1.73,0.094,4.46,2.25,20101231
600690,青岛海尔,家用电器,山东,9.38,549141.69,609763.06,12071525.0,6244811.5,1581611.63,8338.3,0.01,0.544,4.18,2.44,19931119
002597,金禾实业,化工原料,安徽,18.71,55430.28,56459.83,394248.84,229326.3,127611.32,48990.92,0.87,0.623,4.01,3.87,20110707
002378,章源钨业,小金属,江西,0.0,92293.34,92416.74,326923.41,135942.31,99365.96,57606.53,0.62,-0.023,2.04,5.23,20100331
300096,易联众,软件服务,福建,0.0,37313.05,43000.0,103298.67,79988.56,9986.73,4021.25,0.09,-0.023,1.63,13.19,20100728
002193,山东如意,纺织,山东,127.95,15996.49,26171.55,454060.31,306761.38,60724.76,169755.86,6.49,0.19,9.82,2.19,20071207
002808,苏州恒久,元器件,江苏,206.39,3000.0,12000.0,55542.73,45809.3,6720.02,20165.7,1.68,0.25,4.2,12.96,20160812
603600,永艺股份,家居用品,浙江,48.21,4187.5,10000.0,88412.0,55102.76,23819.73,20287.84,2.03,0.852,5.88,9.32,20150123
002659,中泰桥梁,建筑施工,江苏,0.0,31099.38,49856.69,387981.5,208668.06,35019.71,172352.41,3.46,-0.13,4.58,4.89,20120309
600988,赤峰黄金,黄金,内蒙,67.76,61034.19,71319.07,360991.09,139211.66,81137.15,91972.43,1.29,0.125,3.11,5.45,20040414
300004,南风股份,电气设备,广东,296.62,38299.17,50921.89,358980.41,124131.27,93716.25,214456.84,4.21,0.043,5.96,2.85,20091030
600518,康美药业,中成药,广东,23.83,439742.91,494722.38,4795528.0,3787977.5,481678.19,1132259.5,2.29,0.4,5.59,3.04,20010319
000017,深中华A,文教休闲,深圳,6979.48,30298.02,55134.78,5847.85,5111.46,388.63,62783.43,1.14,0.001,0.02,512.38,19920331
002557,洽洽食品,食品,安徽,24.36,50700.0,50700.0,368040.97,211323.41,105534.11,158025.95,3.12,0.537,5.66,3.08,20110302
002698,博实股份,化工机械,黑龙江,192.84,52058.37,68170.0,211789.0,165601.97,19094.93,18826.45,0.28,0.045,2.54,6.88,20120911
600761,安徽合力,工程机械,安徽,17.82,61681.73,61681.73,628674.38,415629.06,154753.81,55695.38,0.9,0.49200000000000005,6.84,1.71,19961009
000819,岳阳兴长,石油加工,湖南,239.93,25839.83,25841.72,81768.61,50973.05,20904.17,7040.56,0.27,0.063,2.65,11.33,19970625
300134,大富科技,通信设备,深圳,204.6,59771.85,65280.0,454471.81,153644.77,102190.05,150779.2,2.31,0.07400000000000001,3.73,8.09,20101026
601717,郑煤机,工程机械,河南,118.65,137788.78,162112.2,1195093.5,854427.5,145307.98,349334.38,2.15,0.026000000000000002,5.88,1.05,20100803
600967,北方创业,运输设备,内蒙,0.0,82282.79,82282.79,328619.41,222175.47,49139.4,71544.57,0.87,-0.039,2.72,4.6,20040518
600730,中国高科,综合类,北京,0.0,58665.6,58665.6,426237.44,339391.38,4940.24,5055.5,0.09,-0.037000000000000005,2.35,5.49,19960726
600335,国机汽车,汽车配件,天津,15.6,86213.99,102973.68,2023295.25,1604322.63,150409.95,124268.07,1.21,0.41600000000000004,6.12,2.12,20010305
600866,*ST星湖,食品,广东,206.47,55039.35,64539.35,174625.47,73386.53,77023.18,76112.06,1.18,0.024,1.65,3.95,19940818
600535,天士力,中成药,天津,32.94,103284.27,108047.59,1587586.75,1004954.81,296336.97,173792.77,1.61,0.9279999999999999,7.39,5.52,20020823
600141,兴发集团,化工原料,湖北,67.04,48029.71,51223.73,2227316.25,464245.94,1181401.5,285364.19,5.57,0.153,10.46,1.31,19990616
000521,美菱电器,家用电器,安徽,32.52,59243.19,104459.78,1308135.63,1078790.0,122901.57,142922.56,1.37,0.22,4.58,1.5,19931018
300224,正海磁材,元器件,山东,70.22,48471.82,50621.73,296215.97,200949.47,45927.34,95338.43,1.88,0.222,4.29,4.84,20110531
300419,浩丰科技,软件服务,北京,115.73,8162.33,18387.68,159160.73,77895.06,6277.8,98451.4,5.35,0.16,7.75,4.6,20150122
300234,开尔新材,陶瓷,浙江,182.75,14127.08,28953.46,115478.55,78455.36,9305.83,41463.17,1.43,0.08800000000000001,3.46,6.19,20110622
600011,华能国际,火力发电,北京,8.71,1050000.0,1520038.38,29972384.0,3045625.25,19128846.0,1825077.75,1.2,0.618,5.45,1.32,20011206
300267,尔康制药,化学制药,湖南,28.05,114461.07,206032.3,500075.81,283363.22,150035.44,92832.09,0.45,0.256,2.25,6.39,20110927
300174,元力股份,化工原料,福建,166.06,7350.41,13600.0,85100.5,29063.46,32533.3,25287.8,1.86,0.154,3.89,13.09,20110201
002385,大北农,饲料,北京,41.06,238220.05,410066.91,1431999.13,705298.94,359629.84,112279.32,0.27,0.09,2.14,3.44,20100409
601857,中国石油,石油开采,北京,1279.07,16192208.0,18302098.0,241849184.0,40642300.0,65916800.0,12821000.0,0.7,0.003,6.46,1.14,20071105
600369,西南证券,证券,重庆,24.24,464510.91,564510.94,7905437.0,0.0,31762.25,785206.81,1.39,0.152,3.3,2.24,20010109
002793,东音股份,专用机械,浙江,73.89,2500.0,10000.0,81711.75,53768.76,14834.11,31034.36,3.1,0.85,6.73,10.99,20160415
603969,银龙股份,其他建材,天津,44.8,15263.04,40000.0,166127.66,118781.8,17805.26,67153.43,1.68,0.248,3.87,3.83,20150227
601901,方正证券,证券,湖南,14.4,628985.06,823210.13,14445176.0,0.0,43744.87,1642602.88,2.0,0.261,4.23,1.78,20110810
600348,阳泉煤业,煤炭开采,山西,107.68,240500.0,240500.0,3867660.5,1287889.63,1063493.38,0.0,0.0,0.053,5.58,1.36,20030821
600997,开滦股份,煤炭开采,河北,86.97,123464.0,123464.0,2118935.75,775855.56,660457.94,102663.61,0.83,0.044000000000000004,5.42,1.41,20040602
002481,双塔食品,食品,山东,73.69,122299.65,126339.0,453568.41,281388.34,97285.05,61699.26,0.49,0.052000000000000005,2.08,3.67,20100921
002424,贵州百灵,中成药,贵州,77.48,73166.13,141120.0,397741.94,297865.22,57148.19,14732.61,0.1,0.223,1.99,11.53,20100603
300094,国联水产,渔业,广东,340.25,74567.09,77837.56,257665.66,199146.31,31149.3,99872.18,1.28,0.011000000000000001,2.24,3.43,20100708
002040,南 京 港,港口,江苏,133.5,24587.19,24587.19,106676.6,13183.54,33265.55,20872.77,0.85,0.086,2.8,5.49,20050325
600455,博通股份,软件服务,陕西,0.0,4971.77,6245.79,61973.51,10031.95,44696.15,14566.34,2.33,-0.1,2.05,30.38,20040329
600958,东方证券,证券,上海,38.79,312615.5,621545.19,19253384.0,0.0,43685.28,1257418.5,2.02,0.24,6.24,2.57,20150323
002027,分众传媒,软件服务,广东,37.04,50704.51,873683.38,878240.0,702304.44,26794.72,17212.74,0.02,0.45,0.62,26.01,20040804
300424,航新科技,航空,广东,153.14,7128.27,13307.0,103759.78,60913.05,27274.61,30312.88,2.28,0.27699999999999997,6.4,8.85,20150422
600741,华域汽车,汽车配件,上海,8.36,258320.02,315272.41,9855287.0,6116349.5,1292841.63,1251325.13,3.97,0.972,11.06,1.47,19960826
000543,皖能电力,火力发电,安徽,14.29,179039.59,179039.59,2292647.25,264049.31,1262805.63,200596.52,1.12,0.29,4.84,1.71,19931220
002572,索菲亚,家居用品,广东,50.61,28905.52,46171.32,487874.34,282955.66,104994.11,190954.88,4.14,0.92,7.8,7.65,20110412
002437,誉衡药业,化学制药,黑龙江,25.21,212899.59,219829.03,843725.63,175405.77,167791.88,33963.9,0.15,0.254,1.73,4.93,20100623
002641,永高股份,塑料,浙江,30.28,68102.7,86400.0,405348.09,182907.06,157613.81,72412.4,0.84,0.141,2.83,3.02,20111208
000999,华润三九,中成药,深圳,20.26,97774.22,97890.0,1237218.25,555523.0,276779.66,110836.1,1.13,0.65,8.24,3.2,20000309
000544,中原环保,环境保护,河南,46.1,26945.98,64978.96,557182.31,83293.21,266771.09,318777.28,4.91,0.22,15.27,1.18,19931208
600395,盘江股份,煤炭开采,贵州,0.0,165505.19,165505.19,1037312.5,351444.47,286032.09,233941.05,1.41,0.0,3.44,2.63,20010531
600683,京投发展,区域地产,浙江,51.59,74077.75,74077.75,3105991.5,2897068.5,5482.85,32778.12,0.44,0.133,2.68,3.41,19931025
000001,平安银行,银行,深圳,6.31,1463118.0,1717041.13,279123808.0,0.0,740700.0,5646500.0,3.29,1.09,10.38,0.88,19910403
300070,碧水源,环境保护,北京,98.14,200873.31,312340.19,2215032.0,1003041.38,39386.21,664504.56,2.13,0.141,4.59,4.01,20100421
001896,豫能控股,火力发电,河南,12.92,66192.15,85527.59,1331418.5,210763.05,1033041.81,309513.5,3.62,0.376,4.94,1.97,19980122
600615,丰华股份,小金属,上海,246.32,18762.44,18802.05,63366.1,56870.53,3715.3,43600.46,2.32,0.040999999999999995,2.57,7.85,19920910
601633,长城汽车,汽车整车,河北,10.01,602772.88,912726.88,7592209.0,4178679.5,2259586.5,141123.09,0.15,0.79,4.81,2.19,20110928
600309,万华化学,化工原料,山东,13.87,216233.45,216233.45,5158506.5,1422187.63,2815626.5,4853.55,0.02,1.156,6.31,3.39,20010105
